#,From Zip,To Zip,Service Code,Service Description,Pickup Date / Time,Arrival Date / Time,Business Days in Transit,Arrival Day
1178,43004,49734,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1179,43004,49735,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
1179,43004,49735,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1179,43004,49735,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1179,43004,49735,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1179,43004,49735,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1179,43004,49735,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1179,43004,49735,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1180,43004,49736,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1180,43004,49736,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1180,43004,49736,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1180,43004,49736,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1180,43004,49736,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1181,43004,49737,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1181,43004,49737,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1181,43004,49737,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1181,43004,49737,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1181,43004,49737,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1182,43004,49738,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1182,43004,49738,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1182,43004,49738,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1182,43004,49738,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1182,43004,49738,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1183,43004,49739,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1183,43004,49739,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1183,43004,49739,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1183,43004,49739,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1183,43004,49739,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1184,43004,49740,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1184,43004,49740,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1184,43004,49740,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1184,43004,49740,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1184,43004,49740,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1184,43004,49740,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1184,43004,49740,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1185,43004,49743,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1185,43004,49743,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1185,43004,49743,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1185,43004,49743,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1185,43004,49743,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1186,43004,49744,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
1186,43004,49744,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1186,43004,49744,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1186,43004,49744,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1186,43004,49744,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1186,43004,49744,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1186,43004,49744,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1187,43004,49745,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1187,43004,49745,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1187,43004,49745,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1187,43004,49745,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1187,43004,49745,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1188,43004,49746,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1188,43004,49746,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1188,43004,49746,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1188,43004,49746,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1188,43004,49746,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1189,43004,49747,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1189,43004,49747,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1189,43004,49747,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1189,43004,49747,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1189,43004,49747,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1189,43004,49747,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1189,43004,49747,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1190,43004,49748,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1190,43004,49748,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1190,43004,49748,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1190,43004,49748,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1190,43004,49748,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1191,43004,49749,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1191,43004,49749,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1191,43004,49749,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1191,43004,49749,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1191,43004,49749,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1192,43004,49751,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1192,43004,49751,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1192,43004,49751,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1192,43004,49751,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1192,43004,49751,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1193,43004,49752,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:00,1,TUE
1193,43004,49752,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1193,43004,49752,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1193,43004,49752,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1193,43004,49752,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1193,43004,49752,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1193,43004,49752,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1194,43004,49753,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
1194,43004,49753,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1194,43004,49753,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1194,43004,49753,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1194,43004,49753,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1194,43004,49753,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1194,43004,49753,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1195,43004,49755,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1195,43004,49755,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1195,43004,49755,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1195,43004,49755,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1196,43004,49756,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1196,43004,49756,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1196,43004,49756,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1196,43004,49756,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1196,43004,49756,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1197,43004,49757,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1197,43004,49757,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1197,43004,49757,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1197,43004,49757,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1198,43004,49759,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1198,43004,49759,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1198,43004,49759,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1198,43004,49759,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1198,43004,49759,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1199,43004,49760,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1199,43004,49760,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1199,43004,49760,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1199,43004,49760,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1199,43004,49760,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1200,43004,49761,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1200,43004,49761,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1200,43004,49761,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1200,43004,49761,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1200,43004,49761,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1200,43004,49761,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1200,43004,49761,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1201,43004,49762,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1201,43004,49762,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1201,43004,49762,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1201,43004,49762,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1201,43004,49762,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1202,43004,49764,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1202,43004,49764,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1202,43004,49764,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1202,43004,49764,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1202,43004,49764,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1202,43004,49764,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1202,43004,49764,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1203,43004,49765,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1203,43004,49765,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1203,43004,49765,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1203,43004,49765,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1203,43004,49765,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1204,43004,49766,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1204,43004,49766,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1204,43004,49766,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1204,43004,49766,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1204,43004,49766,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1204,43004,49766,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1204,43004,49766,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1205,43004,49768,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1205,43004,49768,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1205,43004,49768,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1205,43004,49768,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1205,43004,49768,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1206,43004,49769,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1206,43004,49769,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1206,43004,49769,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1206,43004,49769,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1206,43004,49769,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1206,43004,49769,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1206,43004,49769,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1207,43004,49770,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
1207,43004,49770,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1207,43004,49770,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1207,43004,49770,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1207,43004,49770,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1207,43004,49770,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1207,43004,49770,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1208,43004,49774,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1208,43004,49774,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1208,43004,49774,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1208,43004,49774,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1208,43004,49774,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1209,43004,49775,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1209,43004,49775,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1209,43004,49775,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1209,43004,49775,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1210,43004,49776,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1210,43004,49776,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1210,43004,49776,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1210,43004,49776,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1210,43004,49776,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1210,43004,49776,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1210,43004,49776,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1211,43004,49777,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1211,43004,49777,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1211,43004,49777,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1211,43004,49777,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1211,43004,49777,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1211,43004,49777,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1211,43004,49777,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1212,43004,49779,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
1212,43004,49779,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1212,43004,49779,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1212,43004,49779,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1212,43004,49779,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1212,43004,49779,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1212,43004,49779,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1213,43004,49780,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
1213,43004,49780,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1213,43004,49780,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1213,43004,49780,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1213,43004,49780,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1213,43004,49780,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1214,43004,49781,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:30,1,TUE
1214,43004,49781,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1214,43004,49781,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1214,43004,49781,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1214,43004,49781,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1214,43004,49781,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1214,43004,49781,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1215,43004,49782,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1215,43004,49782,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1215,43004,49782,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1215,43004,49782,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1216,43004,49783,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1216,43004,49783,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1216,43004,49783,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1216,43004,49783,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1216,43004,49783,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1217,43004,49784,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1217,43004,49784,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1217,43004,49784,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1217,43004,49784,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1217,43004,49784,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1218,43004,49785,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:00,1,TUE
1218,43004,49785,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1218,43004,49785,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1218,43004,49785,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1218,43004,49785,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1218,43004,49785,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1218,43004,49785,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1219,43004,49786,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
1219,43004,49786,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1219,43004,49786,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1219,43004,49786,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1219,43004,49786,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1220,43004,49788,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:00,1,TUE
1220,43004,49788,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
1220,43004,49788,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
1220,43004,49788,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1220,43004,49788,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1220,43004,49788,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
1220,43004,49788,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
1221,43004,49791,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
